Comprende los objetivos del equipo y los objetivos de la empresa.,Ve cómo la contribución personal impacta el negocio.,Toma medidas basadas en la comprensión de las necesidades del cliente y del consumidor.,Pregunta activamente para aprender sobre el negocio para tomar decisiones apropiadas,Comprende el impacto de nuestras operaciones en la comunidad.,Participa en actividades dentro de la comunidad.,Asume la responsabilidad de sus propias acciones y consecuencias.,Muestra congruencia en palabras y acciones.,Vive los valores y principios de Nestlé.,Actúa teniendo en cuenta la reputación y el mejor interés de la organización.,Interactúa con integridad y honestidad.,Admite errores.,Logra resultados en el cumplimiento de los Principios empresariales corporativos de Nestlé.,Muestra un impulso para alcanzar objetivos ambiciosos de desempeño y estándares de calidad.,Planea y prioriza el trabajo de manera efectiva.,Aprovecha cada oportunidad para hacer más de lo esperado.,No duda en actuar.,Persigue objetivos con energía y conduce hasta su finalización.,Asume la responsabilidad de entregar los resultados esperados (qué y cómo).,Busca activamente comentarios de otros.,Crea y ejecuta planes de desarrollo personal.,Aprovecha todas las oportunidades para aprender y crecer.,Aprende de los éxitos y errores.,Tiene recursos para perseguir objetivos de aprendizaje.,"Tiene una gran autoconciencia personal: fortalezas, debilidades, oportunidades y límites.",Obtiene la confianza y el apoyo de los demás.,Está preparado para hacer compromisos para lograr los objetivos del grupo.,"Contribuye activamente con ideas, energía y el deseo de tener éxito como equipo.",Influye sin autoridad.,Se interesa y escucha atentamente las ideas de los demás.,Funciona a través de desacuerdos sin dañar las relaciones.,Anticipa problemas futuros y trabaja para minimizarlos o prevenirlos.,"Afronta nuevos problemas, abre nuevos caminos y desarrolla planes de contingencia.",Inicia y contribuye a la innovación y la mejora continua.,Es de mente abierta hacia nuevas y diferentes formas de hacer las cosas.,Desafía constructivamente el por qué y pregunta por qué no.,Actúa de manera decisiva y proactiva.,Comprende los objetivos del equipo y los objetivos de la empresa._AUTOEVALUCIÓN,Ve cómo la contribución personal impacta el negocio._AUTOEVALUCIÓN,Toma medidas basadas en la comprensión de las necesidades del cliente y del consumidor._AUTOEVALUCIÓN,Pregunta activamente para aprender sobre el negocio para tomar decisiones apropiadas_AUTOEVALUCIÓN,Comprende el impacto de nuestras operaciones en la comunidad._AUTOEVALUCIÓN,Participa en actividades dentro de la comunidad._AUTOEVALUCIÓN,Asume la responsabilidad de sus propias acciones y consecuencias._AUTOEVALUCIÓN,Muestra congruencia en palabras y acciones._AUTOEVALUCIÓN,Vive los valores y principios de Nestlé._AUTOEVALUCIÓN,Actúa teniendo en cuenta la reputación y el mejor interés de la organización._AUTOEVALUCIÓN,Interactúa con integridad y honestidad._AUTOEVALUCIÓN,Admite errores._AUTOEVALUCIÓN,Logra resultados en el cumplimiento de los Principios empresariales corporativos de Nestlé._AUTOEVALUCIÓN,Muestra un impulso para alcanzar objetivos ambiciosos de desempeño y estándares de calidad._AUTOEVALUCIÓN,Planea y prioriza el trabajo de manera efectiva._AUTOEVALUCIÓN,Aprovecha cada oportunidad para hacer más de lo esperado._AUTOEVALUCIÓN,No duda en actuar._AUTOEVALUCIÓN,Persigue objetivos con energía y conduce hasta su finalización._AUTOEVALUCIÓN,Asume la responsabilidad de entregar los resultados esperados (qué y cómo)._AUTOEVALUCIÓN,Busca activamente comentarios de otros._AUTOEVALUCIÓN,Crea y ejecuta planes de desarrollo personal._AUTOEVALUCIÓN,Aprovecha todas las oportunidades para aprender y crecer._AUTOEVALUCIÓN,Aprende de los éxitos y errores._AUTOEVALUCIÓN,Tiene recursos para perseguir objetivos de aprendizaje._AUTOEVALUCIÓN,"Tiene una gran autoconciencia personal: fortalezas, debilidades, oportunidades y límites._AUTOEVALUCIÓN",Obtiene la confianza y el apoyo de los demás._AUTOEVALUCIÓN,Está preparado para hacer compromisos para lograr los objetivos del grupo._AUTOEVALUCIÓN,"Contribuye activamente con ideas, energía y el deseo de tener éxito como equipo._AUTOEVALUCIÓN",Influye sin autoridad._AUTOEVALUCIÓN,Se interesa y escucha atentamente las ideas de los demás._AUTOEVALUCIÓN,Funciona a través de desacuerdos sin dañar las relaciones._AUTOEVALUCIÓN,Anticipa problemas futuros y trabaja para minimizarlos o prevenirlos._AUTOEVALUCIÓN,"Afronta nuevos problemas, abre nuevos caminos y desarrolla planes de contingencia._AUTOEVALUCIÓN",Inicia y contribuye a la innovación y la mejora continua._AUTOEVALUCIÓN,Es de mente abierta hacia nuevas y diferentes formas de hacer las cosas._AUTOEVALUCIÓN,Desafía constructivamente el por qué y pregunta por qué no._AUTOEVALUCIÓN,Actúa de manera decisiva y proactiva._AUTOEVALUCIÓN,Global Pay Grade,Function,Position,Technical Entry Date (date format),Age
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,3,4,3,4,3,3,4,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,J,Operations,Especialista Administrativo Logistica,7363,45-49
4,4,4,3,4,3,4,4,4,4,4,4,4,3,2,3,4,3,4,3,3,3,4,4,3,4,4,3,4,4,4,4,3,3,4,3,4,3,4,4,3,4,3,4,4,4,4,4,3,4,4,2,3,4,3,4,3,3,4,4,3,3,4,4,4,3,4,3,3,3,3,3,3,3,I,Operations,Coordinador Mantenimiento y Reparacion,7129,35-39
4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,4,4,3,4,3,2,4,4,4,4,4,3,4,4,3,3,3,4,4,3,3,4,4,4,4,3,3,3,3,4,4,3,3,4,4,3,3,K,Operations,Analista Control de Stock,7129,40-44
3,4,3,4,3,4,4,4,4,3,4,4,3,3,3,2,2,2,3,2,2,2,3,3,3,2,3,3,3,3,3,2,2,1,3,3,2,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,L,Operations,Tecnico Supervisor de Turno,7129,40-44
3,4,4,4,4,3,4,3,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,K,Operations,Analista Proceso Almacén,7129,50-54
3,3,3,2,2,2,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,2,2,3,3,3,3,4,3,4,3,3,3,4,3,3,3,4,3,4,3,4,3,3,3,3,2,3,3,3,3,3,4,4,4,4,3,3,3,3,3,4,3,3,L,Operations,Tecnico Supervisor de Turno,7118,40-44
4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,J,Operations,Asistente Ejecutiva VP,6861,40-44
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,J,Finance & Control,Asistente Ejecutiva VP,6588,45-49
3,3,2,3,2,3,4,2,4,3,4,4,4,4,2,3,3,2,3,2,3,2,2,2,2,3,3,3,2,2,2,3,2,3,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,2,2,3,4,3,3,4,4,3,4,3,4,2,3,2,3,2,3,J,Operations,Especialista Servicio a clientes Impo,6313,45-49
4,3,4,3,4,4,3,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,3,3,4,3,4,3,3,4,4,3,4,3,3,2,3,I,Operations,Coordinador Higienista,10982,55-59
3,3,2,2,3,3,3,2,3,3,4,2,4,4,3,3,2,3,3,2,3,4,4,3,3,3,3,4,4,3,3,3,3,3,3,3,2,4,4,4,3,4,2,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,I,Research & Development,Coordinador Laboratorio Microbiologia,11313,55-59
3,4,3,3,3,3,4,3,4,4,4,4,3,3,3,4,3,3,4,2,3,3,4,3,3,3,3,4,3,4,4,3,3,3,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,L,Operations,Tecnico MANTO Mecanico,8429,50-54
3,3,3,2,3,3,3,3,4,4,4,3,3,4,2,3,3,3,3,3,3,3,3,3,3,2,2,4,3,4,2,2,3,3,3,2,2,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3,4,3,4,3,3,4,4,4,L,Operations,Tecnico MANTO Mecanico,8316,50-54
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,3,4,3,4,4,3,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,3,4,3,4,3,4,4,3,I,Operations,Coordinador Fabricacion,10144,45-49
4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,I,Operations,Coordinador Fabricacion,8584,40-44
4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,2,3,3,4,4,4,4,4,4,3,3,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,J,Operations,Especialista Fabricacion,8573,40-44
4,3,3,2,3,1,4,4,4,4,4,4,4,3,3,4,3,3,3,4,3,3,4,4,4,3,4,3,3,3,4,3,2,3,3,4,3,3,3,2,2,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,L,Operations,Tecnico Soporte Linea,8355,40-44
4,3,4,3,4,2,4,3,4,4,4,4,3,4,3,4,4,3,3,4,2,4,4,3,3,4,4,3,4,4,4,3,3,3,4,3,4,3,4,4,3,4,3,4,4,4,4,4,4,4,3,3,4,4,4,3,4,3,4,4,4,3,3,4,4,3,4,4,3,4,3,4,4,4,J,Operations,Especialista Fabricacion,8308,40-44
3,2,3,2,3,3,2,3,3,3,4,2,3,2,2,2,2,3,2,3,2,3,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,4,4,3,4,4,3,4,4,3,4,4,4,4,4,3,3,3,4,3,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,3,L,Operations,Tecnico Soporte Linea,7627,50-54
4,3,3,3,4,3,4,4,4,4,4,4,3,2,2,3,3,2,2,2,3,3,3,3,3,4,3,3,3,4,3,2,2,2,3,2,2,4,4,4,3,4,2,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3,2,4,2,3,J,Operations,Especialista Aseguramiento Calidad,11046,50-54
4,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,4,3,3,3,3,2,3,4,4,3,2,4,1,4,4,4,4,4,4,3,3,3,4,4,4,3,2,3,4,4,3,3,4,3,4,3,4,3,4,4,3,4,3,3,I,Operations,Coordinador Proyectos Ingenieria,9850,50-54
4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,3,4,3,4,3,3,I,Operations,Coordinador Fabricacion,8171,50-54
4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,I,Operations,Coordinador Planeacion Produccion,12552,50-54
4,3,3,3,4,3,4,4,4,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,K,Operations,Analista Almacen Tecnico,12434,60-64
4,4,4,3,3,3,3,4,4,3,4,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,4,3,4,4,4,3,4,1,4,4,4,4,4,4,3,4,4,4,4,3,4,2,3,3,4,2,3,3,4,4,3,4,4,3,3,3,4,4,2,I,Operations,Coordinador Aseguramiento Calidad,10421,45-49
3,4,3,4,4,2,3,4,4,3,4,3,4,4,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,I,Research & Development,Coordinador Servicio Calidad y Admon,8823,50-54
4,4,3,3,4,3,3,3,4,4,4,3,4,3,4,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,3,3,4,3,4,I,Operations,Coordinador Planeacion Produccion,9253,45-49
3,3,3,2,3,3,4,3,3,3,4,3,3,3,3,3,3,2,3,4,3,2,3,3,3,4,3,3,4,4,4,3,3,3,2,3,3,3,4,3,3,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,4,4,3,4,3,3,4,3,4,3,3,3,3,4,4,3,J,Operations,Especialista MANTO Fabricacion,10153,55-59
4,3,4,3,2,2,2,3,4,4,4,2,3,2,3,3,2,2,2,2,2,3,3,3,2,2,3,3,3,3,3,3,2,2,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,I,Operations,Coordinador Bodegas y Transportes,9215,50-54
4,4,3,4,4,3,3,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,4,4,4,3,3,3,4,4,4,3,3,3,3,3,4,3,4,J,Operations,Especialista MANTO Preventivo,8921,50-54
3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,2,4,4,4,4,4,3,4,4,4,4,3,4,4,3,3,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,I,Operations,Coordinador MANTO Fabricacion,11632,50-54
4,3,3,3,2,3,3,3,4,3,4,4,3,2,3,2,3,3,3,3,2,2,3,3,4,3,3,3,3,4,3,3,2,2,3,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,K,Operations,Analista Instrumentacion,8921,45-49
3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,3,3,4,4,3,3,4,3,3,3,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,L,Operations,Tecnico MANTO Mecanico,7682,55-59
3,3,3,3,4,3,3,3,3,3,4,3,3,4,3,3,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,H,Operations,Jefe Supply Chain FCA,8284,40-44
3,2,2,3,4,4,3,3,4,4,4,4,4,3,2,3,2,2,2,3,2,2,3,2,4,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,2,3,3,3,4,4,4,3,4,4,3,2,3,3,2,3,3,2,4,4,3,3,4,3,4,3,4,2,3,3,3,4,3,3,K,Operations,Analista Almacen Tecnico,10711,55-59
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,L,Marketing & Sales,Vendedor Operaciones,9765,55-59
4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,3,4,4,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,2,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,3,3,3,4,3,4,I,Operations,Coordinador MPS,7798,40-44
2,2,3,2,3,2,2,3,4,2,4,3,4,3,3,3,4,4,3,2,2,3,2,3,3,3,3,3,2,2,1,3,4,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,I,Human Resources,Coordinador CoS,7575,45-49
4,4,4,3,4,3,4,3,3,3,4,4,4,3,3,2,3,2,3,2,2,3,3,2,3,4,4,2,3,3,2,3,3,3,3,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,L,Marketing & Sales,Vendedor Operaciones,6772,40-44
3,2,3,2,3,3,3,3,4,4,4,3,4,2,3,3,2,3,3,3,2,2,3,2,3,3,3,3,3,3,2,2,2,3,2,3,2,4,4,4,3,3,3,4,4,3,4,4,4,3,4,4,4,4,3,4,3,4,3,4,3,3,4,3,3,4,3,4,4,3,4,4,4,4,K,General Services,Analista Tienda Empleado,10979,50-54
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,3,3,3,4,3,3,4,4,4,4,3,3,3,3,3,3,I,Operations,Engineering Projects Coordinator,7052,45-49
4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,I,Operations,Coordinador MANTO Tecnico,6980,50-54
2,2,2,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,4,3,2,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,4,3,4,3,3,3,3,4,3,4,3,3,4,4,4,J,Operations,Especialista Bodegas y Transportes,11131,50-54
3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,2,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3,2,3,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,J,Operations,Especialista Instrumentacion y Control,10372,45-49
4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,H,Operations,Jefe Proyectos Ingenieria,8102,45-49
4,4,4,4,4,4,3,4,4,4,4,3,4,3,2,3,3,3,3,3,3,3,4,3,3,4,3,4,3,4,4,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,3,4,3,4,4,4,4,3,4,4,3,4,4,4,4,3,I,Operations,Coordinador Aseguramiento Calidad,6419,40-44
3,3,4,3,3,2,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,3,4,3,4,4,3,3,4,4,4,4,3,3,4,3,4,4,4,3,3,4,2,4,4,4,4,4,4,3,3,3,3,4,3,4,3,3,3,3,4,4,4,4,3,4,4,4,3,3,2,3,3,2,K,Operations,Asistente Ejecutiva,7118,45-49
3,3,2,2,2,3,3,3,4,4,4,3,4,3,3,3,4,4,4,2,2,3,3,2,2,4,3,3,3,2,3,3,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,J,Operations,Especialista Aseguramiento Calidad,10677,55-59
4,3,4,3,4,3,4,4,4,4,4,4,4,3,4,3,4,3,4,4,3,4,4,4,4,4,4,3,4,3,4,3,3,3,4,3,4,3,4,4,3,3,2,4,4,4,4,4,4,3,4,4,4,4,4,4,3,2,4,4,4,4,4,3,4,4,4,4,3,3,3,4,3,4,K,Operations,Analista Proceso Almacén,7500,40-44
3,2,2,2,3,2,3,2,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,4,3,3,3,3,3,3,2,2,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,L,Operations,Tecnico Supervisor de Turno,11731,50-54
4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,3,4,2,3,3,3,4,3,3,2,4,3,3,4,3,3,4,3,4,3,3,3,4,4,4,4,3,2,4,4,4,4,4,4,3,3,4,3,4,4,3,4,3,4,4,3,4,4,4,3,4,4,3,3,3,3,4,4,3,J,Operations,Especialista Aseguramiento Calidad,10664,50-54
3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,3,4,4,3,3,4,4,3,4,4,4,3,4,4,4,3,4,3,4,4,3,3,3,3,2,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,2,3,4,3,3,I,Operations,Coordinador Automatizacion y Control,7353,35-39
3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,4,4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,I,Operations,Coordinador MANTO Fabricacion,7353,35-39
3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,3,3,3,4,3,3,3,3,3,3,4,4,4,3,4,3,3,4,4,4,4,3,4,3,3,4,4,4,3,3,4,3,4,4,4,4,4,3,4,3,3,4,3,3,3,4,3,I,Operations,Coordinador Servicios Industriales,7353,35-39
4,4,3,2,4,1,4,4,4,4,4,4,3,4,3,3,4,3,3,4,4,4,4,4,4,3,4,4,3,4,4,3,2,2,4,3,3,4,3,3,3,4,1,4,3,4,4,4,3,3,3,3,3,4,4,3,3,4,3,4,3,3,4,3,3,3,3,4,3,3,4,4,3,3,L,Operations,Tecnico Soporte Linea,8132,45-49
3,3,4,3,4,4,4,4,4,3,4,4,3,4,3,3,3,4,4,3,3,3,4,3,3,3,4,3,4,3,3,3,3,4,4,3,3,4,3,3,3,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,4,K,Operations,Analista Soporte Almacen,7602,40-44
3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,4,4,4,3,3,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,K,Operations,Analista Soporte Almacen,7228,40-44
3,3,4,3,4,4,4,3,3,4,4,2,3,4,2,4,3,3,4,4,3,4,2,2,2,2,4,4,2,2,2,3,3,4,2,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,3,4,4,3,3,3,4,4,4,4,4,4,4,I,Operations,Coordinador MANTO Envase y Embalaje,9813,50-54
3,4,3,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,2,2,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,4,3,3,2,2,3,2,2,2,3,3,4,3,4,3,I,Operations,Coordinador MANTO Fabricacion,7008,40-44
3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,1,2,2,4,4,4,4,4,4,4,3,3,3,4,3,3,4,3,3,4,3,3,4,3,4,3,4,4,3,2,3,4,3,3,I,Operations,Coordinador Fabricacion,7395,40-44
3,3,3,3,3,2,3,2,4,4,2,3,3,3,3,3,4,4,4,3,3,4,4,4,3,4,4,4,4,3,4,4,4,3,3,3,4,3,4,4,3,4,3,4,4,3,4,4,3,3,3,2,4,4,3,2,3,2,3,4,3,3,4,3,3,3,3,4,3,3,3,2,4,3,J,Operations,Especialista Fabricacion,6801,40-44
4,3,3,4,3,3,4,3,4,3,4,4,3,3,3,4,3,2,3,4,3,4,3,4,3,4,4,4,4,3,3,4,3,4,4,3,3,4,3,4,3,4,3,4,4,4,4,4,4,3,3,4,4,3,3,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,4,4,4,4,L,Operations,Tecnico Administrativo Fabricacion,8178,40-44
3,4,3,2,3,3,4,4,3,3,4,4,3,2,3,4,2,4,3,2,1,3,4,3,4,4,2,3,3,4,2,3,3,3,3,2,3,4,3,4,3,2,3,4,3,4,3,4,4,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,L,Operations,Tecnico MANTO Mecanico,6886,40-44
4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,3,4,3,3,4,4,4,3,4,4,3,4,3,3,4,3,4,4,3,3,4,2,4,3,4,4,4,4,4,4,3,4,3,4,3,3,4,3,4,3,3,3,4,4,3,3,4,3,4,4,4,4,4,I,Operations,Coordinador Planeacion Demanda,6004,35-39
4,4,3,4,4,3,4,4,4,4,4,3,3,4,4,4,4,3,4,3,3,3,3,4,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,I,Operations,Coordinador SHE,6212,35-39
4,3,3,2,3,3,4,3,3,3,4,3,4,4,4,4,4,4,4,2,3,3,4,3,3,3,3,3,3,3,4,4,3,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,3,4,4,4,3,3,4,3,4,I,Operations,Coordinador Envase y Embalaje,6110,40-44
